剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,主角色关系,角色关系集合,核心主题,核心主题序号,核心主题得分,核心主题置信度,次要主题集合,主题组合,主题组合显示,主题数量,主题序号集合,主题得分集合,主题归一得分集合,主题证据词集合,组合ID,文件路径,数据说明
70904207,西游记·认子,家庭戏,20.92,0.6279,0.0,亲属关系,亲属关系,家庭亲情,4,419.18,0.7444,宗教祥瑞,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,忠义家国:0.0|政治权力:0.63|婚恋姻缘:22.9|家庭亲情:419.18|公案冤狱:0.99|除暴侠义:0.0|战争武略:0.99|恩怨报偿:25.39|善恶转化:14.46|礼教品格:24.83|宗教祥瑞:45.88|文人世情:7.83,忠义家国:0.0|政治权力:0.0015|婚恋姻缘:0.0546|家庭亲情:1.0|公案冤狱:0.0024|除暴侠义:0.0|战争武略:0.0024|恩怨报偿:0.0606|善恶转化:0.0345|礼教品格:0.0592|宗教祥瑞:0.1095|文人世情:0.0187,家庭亲情:认子、子、儿、母、母亲,combo-f02c3a74,70904000/70904207_西游记·认子.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70904208,西游记·胖姑学舌,神怪戏,20.42,0.6664,0.2032,亲属关系,亲属关系|权力关系,宗教祥瑞,11,57.52,0.3707,政治权力|家庭亲情,政治权力|家庭亲情|宗教祥瑞,政治权力 + 家庭亲情 + 宗教祥瑞,3,2|4|11,忠义家国:4.0|政治权力:23.73|婚恋姻缘:0.0|家庭亲情:25.88|公案冤狱:2.0|除暴侠义:0.0|战争武略:11.36|恩怨报偿:7.5|善恶转化:5.0|礼教品格:17.67|宗教祥瑞:57.52|文人世情:0.5,忠义家国:0.0695|政治权力:0.4125|婚恋姻缘:0.0|家庭亲情:0.4498|公案冤狱:0.0348|除暴侠义:0.0|战争武略:0.1974|恩怨报偿:0.1304|善恶转化:0.0869|礼教品格:0.3072|宗教祥瑞:1.0|文人世情:0.0086,家庭亲情:父、关系先验:亲属关系、儿、兄弟、子|宗教祥瑞:西游、雷、类别先验:神怪戏、鬼,combo-de874e80,70904000/70904208_西游记·胖姑学舌.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
70904214,九莲灯·焚宫烧狱,神怪戏,18.51,0.3812,0.6995,权力关系,权力关系,宗教祥瑞,11,340.74,0.4312,政治权力|家庭亲情,政治权力|家庭亲情|宗教祥瑞,政治权力 + 家庭亲情 + 宗教祥瑞,3,2|4|11,忠义家国:14.86|政治权力:253.02|婚恋姻缘:4.05|家庭亲情:52.22|公案冤狱:52.22|除暴侠义:8.1|战争武略:7.96|恩怨报偿:5.62|善恶转化:5.9|礼教品格:13.62|宗教祥瑞:340.74|文人世情:31.84,忠义家国:0.0436|政治权力:0.7426|婚恋姻缘:0.0119|家庭亲情:0.1532|公案冤狱:0.1533|除暴侠义:0.0238|战争武略:0.0234|恩怨报偿:0.0165|善恶转化:0.0173|礼教品格:0.04|宗教祥瑞:1.0|文人世情:0.0934,政治权力:皇帝、宫、帝、关系先验:权力关系、宫廷|宗教祥瑞:莲灯、神、仙、佛、类别先验:神怪戏,combo-de874e80,70904000/70904214_九莲灯·焚宫烧狱.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000001,四郎探母,家庭戏,34.59,0.2245,0.4513,亲属关系,亲属关系|权力关系|婚恋关系,家庭亲情,4,913.41,0.6898,婚恋姻缘,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,忠义家国:7.6|政治权力:27.88|婚恋姻缘:154.61|家庭亲情:913.41|公案冤狱:5.51|除暴侠义:28.84|战争武略:83.73|恩怨报偿:16.78|善恶转化:25.68|礼教品格:32.98|宗教祥瑞:10.98|文人世情:16.15,忠义家国:0.0083|政治权力:0.0305|婚恋姻缘:0.1693|家庭亲情:1.0|公案冤狱:0.006|除暴侠义:0.0316|战争武略:0.0917|恩怨报偿:0.0184|善恶转化:0.0281|礼教品格:0.0361|宗教祥瑞:0.012|文人世情:0.0177,家庭亲情:探母、太君、母子、兄弟、母,combo-a95186b5,80000000/80000001_四郎探母.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000002,打渔杀家,家庭戏,25.87,0.4804,0.4636,亲属关系,亲属关系|冲突关系,善恶转化,9,126.08,0.3195,家庭亲情|恩怨报偿,家庭亲情|恩怨报偿|善恶转化,家庭亲情 + 恩怨报偿 + 善恶转化,3,4|8|9,忠义家国:0.0|政治权力:17.79|婚恋姻缘:4.0|家庭亲情:109.46|公案冤狱:0.99|除暴侠义:5.52|战争武略:19.15|恩怨报偿:52.4|善恶转化:126.08|礼教品格:54.26|宗教祥瑞:0.54|文人世情:4.41,忠义家国:0.0|政治权力:0.1411|婚恋姻缘:0.0317|家庭亲情:0.8681|公案冤狱:0.0079|除暴侠义:0.0438|战争武略:0.1518|恩怨报偿:0.4156|善恶转化:1.0|礼教品格:0.4304|宗教祥瑞:0.0043|文人世情:0.035,家庭亲情:女、父、子、儿、类别先验:家庭戏|恩怨报偿:恩、恨、关系先验:冲突关系、类别先验:家庭戏、关系先验:亲属关系|善恶转化:招安、投、改过、改、关系先验:冲突关系|礼教品格:教、节、类别先验:家庭戏、关系先验:亲属关系、骂,combo-6e39cca7,80000000/80000002_打渔杀家.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000003,打龙袍,历史戏,29.0,0.3033,0.4981,权力关系,权力关系,公案冤狱,5,944.72,0.7214,政治权力,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,忠义家国:18.42|政治权力:115.63|婚恋姻缘:0.0|家庭亲情:33.81|公案冤狱:944.72|除暴侠义:0.0|战争武略:23.26|恩怨报偿:8.73|善恶转化:26.4|礼教品格:65.1|宗教祥瑞:30.63|文人世情:42.83,忠义家国:0.0195|政治权力:0.1224|婚恋姻缘:0.0|家庭亲情:0.0358|公案冤狱:1.0|除暴侠义:0.0|战争武略:0.0246|恩怨报偿:0.0092|善恶转化:0.0279|礼教品格:0.0689|宗教祥瑞:0.0324|文人世情:0.0453,公案冤狱:包拯、案、关系先验:权力关系、冤,combo-7e87b6dc,80000000/80000003_打龙袍.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000004,武家坡,家庭戏,27.48,0.5157,0.4028,亲属关系,亲属关系|婚恋关系|权力关系,婚恋姻缘,3,308.99,0.5554,礼教品格,婚恋姻缘|礼教品格,婚恋姻缘 + 礼教品格,2,3|10,忠义家国:5.26|政治权力:54.98|婚恋姻缘:308.99|家庭亲情:34.22|公案冤狱:2.0|除暴侠义:13.1|战争武略:43.65|恩怨报偿:12.19|善恶转化:14.73|礼教品格:43.3|宗教祥瑞:3.42|文人世情:20.47,忠义家国:0.017|政治权力:0.178|婚恋姻缘:1.0|家庭亲情:0.1107|公案冤狱:0.0065|除暴侠义:0.0424|战争武略:0.1413|恩怨报偿:0.0395|善恶转化:0.0477|礼教品格:0.1401|宗教祥瑞:0.0111|文人世情:0.0662,婚恋姻缘:夫妻、妻、关系先验:婚恋关系、类别先验:家庭戏、结发,combo-b941ae22,80000000/80000004_武家坡.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000005,火牛阵,历史戏,61.08,0.0613,0.2445,权力关系,权力关系|冲突关系|亲属关系,战争武略,7,283.89,0.2629,政治权力|婚恋姻缘|家庭亲情,政治权力|婚恋姻缘|家庭亲情|战争武略,政治权力 + 婚恋姻缘 + 家庭亲情 + 战争武略,4,2|3|4|7,忠义家国:34.92|政治权力:229.23|婚恋姻缘:181.86|家庭亲情:150.81|公案冤狱:5.12|除暴侠义:13.26|战争武略:283.89|恩怨报偿:52.5|善恶转化:43.01|礼教品格:41.19|宗教祥瑞:15.3|文人世情:28.93,忠义家国:0.123|政治权力:0.8074|婚恋姻缘:0.6406|家庭亲情:0.5312|公案冤狱:0.018|除暴侠义:0.0467|战争武略:1.0|恩怨报偿:0.1849|善恶转化:0.1515|礼教品格:0.1451|宗教祥瑞:0.0539|文人世情:0.1019,政治权力:君臣、王、宫、金殿、朝|婚恋姻缘:婚姻、小姐、夫妻、郎、妻|家庭亲情:子、姐妹、女、母亲、父子|战争武略:阵、将军、城、战、将,combo-bdad6938,80000000/80000005_火牛阵.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000006,清官册,公案戏,35.91,0.1395,0.5065,权力关系,权力关系|亲属关系|婚恋关系,公案冤狱,5,940.81,0.6342,政治权力,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,忠义家国:9.76|政治权力:166.15|婚恋姻缘:48.79|家庭亲情:78.08|公案冤狱:940.81|除暴侠义:6.84|战争武略:119.0|恩怨报偿:31.39|善恶转化:8.41|礼教品格:37.07|宗教祥瑞:10.35|文人世情:26.78,忠义家国:0.0104|政治权力:0.1766|婚恋姻缘:0.0519|家庭亲情:0.083|公案冤狱:1.0|除暴侠义:0.0073|战争武略:0.1265|恩怨报偿:0.0334|善恶转化:0.0089|礼教品格:0.0394|宗教祥瑞:0.011|文人世情:0.0285,公案冤狱:潘洪、清官、审、审问、状,combo-7e87b6dc,80000000/80000006_清官册.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000007,李陵碑,历史戏,23.57,0.1659,0.3938,冲突关系,冲突关系|亲属关系|同盟关系,公案冤狱,5,194.55,0.3345,宗教祥瑞,公案冤狱|宗教祥瑞,公案冤狱 + 宗教祥瑞,2,5|11,忠义家国:15.76|政治权力:15.39|婚恋姻缘:48.0|家庭亲情:51.34|公案冤狱:194.55|除暴侠义:10.38|战争武略:85.01|恩怨报偿:52.26|善恶转化:2.45|礼教品格:33.36|宗教祥瑞:57.85|文人世情:15.29,忠义家国:0.081|政治权力:0.0791|婚恋姻缘:0.2467|家庭亲情:0.2639|公案冤狱:1.0|除暴侠义:0.0533|战争武略:0.437|恩怨报偿:0.2686|善恶转化:0.0126|礼教品格:0.1715|宗教祥瑞:0.2974|文人世情:0.0786,公案冤狱:潘洪、冤|战争武略:兵、类别先验:历史戏、战、关系先验:冲突关系、将,combo-d79bb21d,80000000/80000007_李陵碑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000008,哭灵牌,历史戏,17.05,0.4331,0.5166,亲属关系,亲属关系|冲突关系|同盟关系,恩怨报偿,8,233.05,0.4757,家庭亲情|战争武略,家庭亲情|战争武略|恩怨报偿,家庭亲情 + 战争武略 + 恩怨报偿,3,4|7|8,忠义家国:11.62|政治权力:16.46|婚恋姻缘:0.0|家庭亲情:88.11|公案冤狱:0.0|除暴侠义:11.37|战争武略:96.17|恩怨报偿:233.05|善恶转化:2.9|礼教品格:17.22|宗教祥瑞:0.0|文人世情:13.02,忠义家国:0.0499|政治权力:0.0706|婚恋姻缘:0.0|家庭亲情:0.3781|公案冤狱:0.0|除暴侠义:0.0488|战争武略:0.4127|恩怨报偿:1.0|善恶转化:0.0124|礼教品格:0.0739|宗教祥瑞:0.0|文人世情:0.0559,家庭亲情:兄弟、关系先验:亲属关系、骨肉、父、亲|战争武略:兵、关、类别先验:历史戏、关系先验:冲突关系、长坂坡|恩怨报偿:哭灵、祭、恨、仇、关系先验:冲突关系,combo-ee1d174d,80000000/80000008_哭灵牌.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000009,梅龙镇,历史戏,27.6,0.6315,0.0,亲属关系,亲属关系|权力关系,政治权力,2,172.34,0.5613,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:9.0|政治权力:172.34|婚恋姻缘:0.0|家庭亲情:31.77|公案冤狱:2.81|除暴侠义:0.54|战争武略:39.6|恩怨报偿:4.22|善恶转化:9.21|礼教品格:19.38|宗教祥瑞:1.3|文人世情:16.88,忠义家国:0.0522|政治权力:1.0|婚恋姻缘:0.0|家庭亲情:0.1843|公案冤狱:0.0163|除暴侠义:0.0031|战争武略:0.2298|恩怨报偿:0.0245|善恶转化:0.0534|礼教品格:0.1124|宗教祥瑞:0.0076|文人世情:0.0979,政治权力:皇帝、帝、关系先验:权力关系、天子、类别先验:历史戏,combo-b8241900,80000000/80000009_梅龙镇.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000010,梅龙镇,历史戏,26.84,0.6314,0.0,亲属关系,亲属关系|权力关系,政治权力,2,226.31,0.6643,家庭亲情,政治权力|家庭亲情,政治权力 + 家庭亲情,2,2|4,忠义家国:9.0|政治权力:226.31|婚恋姻缘:0.45|家庭亲情:38.49|公案冤狱:2.0|除暴侠义:0.54|战争武略:30.46|恩怨报偿:4.22|善恶转化:0.0|礼教品格:19.38|宗教祥瑞:1.08|文人世情:8.73,忠义家国:0.0398|政治权力:1.0|婚恋姻缘:0.002|家庭亲情:0.1701|公案冤狱:0.0088|除暴侠义:0.0024|战争武略:0.1346|恩怨报偿:0.0186|善恶转化:0.0|礼教品格:0.0856|宗教祥瑞:0.0048|文人世情:0.0386,政治权力:皇帝、天子、帝、关系先验:权力关系、王,combo-ef44c7e3,80000000/80000010_梅龙镇.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000011,白帝城,历史戏,20.65,0.2418,0.5467,权力关系,权力关系|亲属关系|冲突关系,战争武略,7,111.0,0.374,政治权力|恩怨报偿,政治权力|战争武略|恩怨报偿,政治权力 + 战争武略 + 恩怨报偿,3,2|7|8,忠义家国:11.7|政治权力:60.57|婚恋姻缘:0.0|家庭亲情:15.38|公案冤狱:2.0|除暴侠义:17.73|战争武略:111.0|恩怨报偿:49.83|善恶转化:4.25|礼教品格:15.72|宗教祥瑞:2.83|文人世情:5.76,忠义家国:0.1054|政治权力:0.5457|婚恋姻缘:0.0|家庭亲情:0.1385|公案冤狱:0.018|除暴侠义:0.1597|战争武略:1.0|恩怨报偿:0.4489|善恶转化:0.0383|礼教品格:0.1416|宗教祥瑞:0.0255|文人世情:0.0519,政治权力:帝、宫、关系先验:权力关系、类别先验:历史戏、王|战争武略:城、兵、战、阵、计|恩怨报偿:恨、报仇、关系先验:冲突关系、仇、关系先验:亲属关系,combo-1886bc15,80000000/80000011_白帝城.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000012,别宫祭江,历史戏,24.4,0.35,0.3994,权力关系,权力关系|亲属关系|婚恋关系,恩怨报偿,8,423.11,0.5877,战争武略,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,忠义家国:9.9|政治权力:78.72|婚恋姻缘:42.34|家庭亲情:42.57|公案冤狱:2.81|除暴侠义:3.69|战争武略:73.66|恩怨报偿:423.11|善恶转化:15.81|礼教品格:22.04|宗教祥瑞:0.99|文人世情:4.25,忠义家国:0.0234|政治权力:0.1861|婚恋姻缘:0.1001|家庭亲情:0.1006|公案冤狱:0.0066|除暴侠义:0.0087|战争武略:0.1741|恩怨报偿:1.0|善恶转化:0.0374|礼教品格:0.0521|宗教祥瑞:0.0023|文人世情:0.01,恩怨报偿:祭江、祭、恨、怨、报仇,combo-d474f03d,80000000/80000012_别宫祭江.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
80000013,野猪林,江湖戏,46.71,0.1335,0.3677,亲属关系,亲属关系,除暴侠义,6,1411.12,0.7152,恩怨报偿,除暴侠义|恩怨报偿,除暴侠义 + 恩怨报偿,2,6|8,忠义家国:8.31|政治权力:12.83|婚恋姻缘:94.08|家庭亲情:124.55|公案冤狱:13.41|除暴侠义:1411.12|战争武略:43.41|恩怨报偿:114.92|善恶转化:16.68|礼教品格:43.59|宗教祥瑞:72.78|文人世情:17.46,忠义家国:0.0059|政治权力:0.0091|婚恋姻缘:0.0667|家庭亲情:0.0883|公案冤狱:0.0095|除暴侠义:1.0|战争武略:0.0308|恩怨报偿:0.0814|善恶转化:0.0118|礼教品格:0.0309|宗教祥瑞:0.0516|文人世情:0.0124,除暴侠义:林冲、野猪林、英雄、虎、类别先验:江湖戏,combo-e4da1a41,80000000/80000013_野猪林.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
